Time(ms),Setpoint,Angle,ControlVoltage,PWM,Error,Integral,Derivative
880,30.00,30.00,0.00,0,0.00,0.13,0.00
900,30.00,30.00,0.00,0,0.00,0.13,0.00
920,30.00,30.00,0.00,0,0.00,0.13,0.00
940,30.00,30.00,0.00,0,0.00,0.13,0.00
960,30.00,30.00,0.00,0,0.00,0.13,0.00
980,30.00,30.00,0.00,0,0.00,0.13,0.00
1000,30.00,30.00,0.00,0,0.00,0.13,0.00
1020,30.00,30.00,0.00,0,0.00,0.13,0.00
1040,30.00,30.00,0.00,0,0.00,0.13,0.00
1060,30.00,30.00,0.00,0,0.00,0.13,0.00
1080,30.00,30.00,0.00,0,0.00,0.13,0.00
1100,30.00,30.00,0.00,0,0.00,0.13,0.00
1120,30.00,30.00,0.00,0,0.00,0.13,0.00
1140,30.00,30.00,0.00,0,0.00,0.13,0.00
1160,30.00,30.00,0.00,0,0.00,0.13,0.00
1180,30.00,30.00,0.00,0,0.00,0.13,0.00
1200,30.00,30.00,0.00,0,0.00,0.13,0.00
1220,30.00,30.00,0.00,0,0.00,0.13,0.00
1240,30.00,30.00,0.00,0,0.00,0.13,0.00
1260,30.00,30.00,0.00,0,0.00,0.13,0.00
1280,30.00,30.00,0.00,0,0.00,0.13,0.00
1300,30.00,30.00,0.00,0,0.00,0.13,0.00
1320,30.00,30.00,0.00,0,0.00,0.13,0.00
1340,30.00,30.00,0.00,0,0.00,0.13,0.00
1360,30.00,30.00,0.00,0,0.00,0.13,0.00
1380,30.00,30.00,0.00,0,0.00,0.13,0.00
1400,30.00,30.00,0.00,0,0.00,0.13,0.00
1420,30.00,30.00,0.00,0,0.00,0.13,0.00
1440,30.00,30.00,0.00,0,0.00,0.13,0.00
1460,30.00,30.00,0.00,0,0.00,0.13,0.00
1480,30.00,30.00,0.00,0,0.00,0.13,0.00
1500,30.00,30.00,0.00,0,0.00,0.13,0.00
1520,30.00,30.00,0.00,0,0.00,0.13,0.00
1540,30.00,30.00,0.00,0,0.00,0.13,0.00
1560,30.00,30.00,0.00,0,0.00,0.13,0.00
1580,30.00,30.00,0.00,0,0.00,0.13,0.00
1600,30.00,30.00,0.00,0,0.00,0.13,0.00
1620,30.00,30.00,0.00,0,0.00,0.13,0.00
1640,30.00,30.00,0.00,0,0.00,0.13,0.00
1660,30.00,30.00,0.00,0,0.00,0.13,0.00
1680,30.00,30.00,0.00,0,0.00,0.13,0.00
1700,30.00,30.00,0.00,0,0.00,0.13,0.00
1720,30.00,30.00,0.00,0,0.00,0.13,0.00
1740,30.00,30.00,0.00,0,0.00,0.13,0.00
1760,30.00,30.00,0.00,0,0.00,0.13,0.00
1780,30.00,30.00,0.00,0,0.00,0.13,0.00
1800,30.00,30.00,0.00,0,0.00,0.13,0.00
1820,30.00,30.00,0.00,0,0.00,0.13,0.00
1840,30.00,30.00,0.00,0,0.00,0.13,0.00
1860,30.00,30.00,0.00,0,0.00,0.13,0.00
1880,30.00,30.00,0.00,0,0.00,0.13,0.00
1900,30.00,30.00,0.00,0,0.00,0.13,0.00
1920,30.00,30.00,0.00,0,0.00,0.13,0.00
1940,30.00,30.00,0.00,0,0.00,0.13,0.00
1960,30.00,30.00,0.00,0,0.00,0.13,0.00
1980,30.00,30.00,0.00,0,0.00,0.13,0.00
2000,30.00,30.00,0.00,0,0.00,0.13,0.00
2020,30.00,30.00,0.00,0,0.00,0.13,0.00
2040,30.00,30.00,0.00,0,0.00,0.13,0.00
2060,30.00,30.00,0.00,0,0.00,0.13,0.00
2080,30.00,30.00,0.00,0,0.00,0.13,0.00
2100,30.00,30.00,0.00,0,0.00,0.13,0.00
2120,30.00,30.00,0.00,0,0.00,0.13,0.00
2140,30.00,30.00,0.00,0,0.00,0.13,0.00
2160,30.00,30.00,0.00,0,0.00,0.13,0.00
2180,30.00,30.00,0.00,0,0.00,0.13,0.00
2200,30.00,30.00,0.00,0,0.00,0.13,0.00
2220,30.00,30.00,0.00,0,0.00,0.13,0.00
2240,30.00,30.00,0.00,0,0.00,0.13,0.00
2260,30.00,30.00,0.00,0,0.00,0.13,0.00
2280,30.00,30.00,0.00,0,0.00,0.13,0.00
2300,30.00,30.00,0.00,0,0.00,0.13,0.00
2320,30.00,30.00,0.00,0,0.00,0.13,0.00
2340,30.00,30.00,0.00,0,0.00,0.13,0.00
2360,30.00,30.00,0.00,0,0.00,0.13,0.00
2380,30.00,30.00,0.00,0,0.00,0.13,0.00
2400,30.00,30.00,0.00,0,0.00,0.13,0.00
2420,30.00,30.00,0.00,0,0.00,0.13,0.00
2440,30.00,30.00,0.00,0,0.00,0.13,0.00
2460,30.00,30.00,0.00,0,0.00,0.13,0.00
2480,30.00,30.00,0.00,0,0.00,0.13,0.00
2500,30.00,30.00,0.00,0,0.00,0.13,0.00
2520,30.00,30.00,0.00,0,0.00,0.13,0.00
2540,30.00,30.00,0.00,0,0.00,0.13,0.00
2560,30.00,30.00,0.00,0,0.00,0.13,0.00
2580,30.00,30.00,0.00,0,0.00,0.13,0.00
2600,30.00,30.00,0.00,0,0.00,0.13,0.00
2620,30.00,30.00,0.00,0,0.00,0.13,0.00
2640,30.00,30.00,0.00,0,0.00,0.13,0.00
2660,30.00,30.00,0.00,0,0.00,0.13,0.00
2680,30.00,30.00,0.00,0,0.00,0.13,0.00
2700,30.00,30.00,0.00,0,0.00,0.13,0.00
2720,30.00,30.00,0.00,0,0.00,0.13,0.00
2740,30.00,30.00,0.00,0,0.00,0.13,0.00
2760,30.00,30.00,0.00,0,0.00,0.13,0.00
2780,30.00,30.00,0.00,0,0.00,0.13,0.00
2800,30.00,30.00,0.00,0,0.00,0.13,0.00
2820,30.00,30.00,0.00,0,0.00,0.13,0.00
2840,30.00,30.00,0.00,0,0.00,0.13,0.00
2860,30.00,30.00,0.00,0,0.00,0.13,0.00
2880,30.00,30.00,0.00,0,0.00,0.13,0.00
2900,30.00,30.00,0.00,0,0.00,0.13,0.00
2920,30.00,30.00,0.00,0,0.00,0.13,0.00
2940,30.00,30.00,0.00,0,0.00,0.13,0.00
2960,30.00,30.00,0.00,0,0.00,0.13,0.00
2980,30.00,30.00,0.00,0,0.00,0.13,0.00
3000,30.00,30.00,0.00,0,0.00,0.13,0.00
3020,30.00,30.00,0.00,0,0.00,0.13,0.00
3040,30.00,30.00,0.00,0,0.00,0.13,0.00
3060,30.00,30.00,0.00,0,0.00,0.13,0.00
3080,30.00,30.00,0.00,0,0.00,0.13,0.00
3100,30.00,30.00,0.00,0,0.00,0.13,0.00
3120,30.00,30.00,0.00,0,0.00,0.13,0.00
3140,30.00,30.00,0.00,0,0.00,0.13,0.00
3160,30.00,30.00,0.00,0,0.00,0.13,0.00
3180,30.00,30.00,0.00,0,0.00,0.13,0.00
3200,30.00,30.00,0.00,0,0.00,0.13,0.00
3220,30.00,30.00,0.00,0,0.00,0.13,0.00
3240,30.00,30.00,0.00,0,0.00,0.13,0.00
3260,30.00,30.00,0.00,0,0.00,0.13,0.00
3280,30.00,30.00,0.00,0,0.00,0.13,0.00
3300,30.00,30.00,0.00,0,0.00,0.13,0.00
3320,30.00,30.00,0.00,0,0.00,0.13,0.00
3340,30.00,30.00,0.00,0,0.00,0.13,0.00
3360,30.00,30.00,0.00,0,0.00,0.13,0.00
3380,30.00,30.00,0.00,0,0.00,0.13,0.00
3400,30.00,30.00,0.00,0,0.00,0.13,0.00
3420,30.00,30.00,0.00,0,0.00,0.13,0.00
3440,30.00,30.00,0.00,0,0.00,0.13,0.00
3460,30.00,30.00,0.00,0,0.00,0.13,0.00
3480,30.00,30.00,0.00,0,0.00,0.13,0.00
3500,30.00,30.00,0.00,0,0.00,0.13,0.00
3520,30.00,30.00,0.00,0,0.00,0.13,0.00
3540,30.00,30.00,0.00,0,0.00,0.13,0.00
3560,30.00,30.00,0.00,0,0.00,0.13,0.00
3580,30.00,30.00,0.00,0,0.00,0.13,0.00
3600,30.00,30.00,0.00,0,0.00,0.13,0.00
3620,30.00,30.00,0.00,0,0.00,0.13,0.00
3640,30.00,30.00,0.00,0,0.00,0.13,0.00
3660,30.00,30.00,0.00,0,0.00,0.13,0.00
3680,30.00,30.00,0.00,0,0.00,0.13,0.00
3700,30.00,30.00,0.00,0,0.00,0.13,0.00
3720,30.00,30.00,0.00,0,0.00,0.13,0.00
3740,30.00,30.00,0.00,0,0.00,0.13,0.00
3760,30.00,30.00,0.00,0,0.00,0.13,0.00
3780,30.00,30.00,0.00,0,0.00,0.13,0.00
3800,30.00,30.00,0.00,0,0.00,0.13,0.00
3820,30.00,30.00,0.00,0,0.00,0.13,0.00
3840,30.00,30.00,0.00,0,0.00,0.13,0.00
3860,30.00,30.00,0.00,0,0.00,0.13,0.00
3880,30.00,30.00,0.00,0,0.00,0.13,0.00
3900,30.00,30.00,0.00,0,0.00,0.13,0.00
3920,30.00,30.00,0.00,0,0.00,0.13,0.00
3940,30.00,30.00,0.00,0,0.00,0.13,0.00
3960,30.00,30.00,0.00,0,0.00,0.13,0.00
3980,30.00,30.00,0.00,0,0.00,0.13,0.00
4000,30.00,30.00,0.00,0,0.00,0.13,0.00
4020,30.00,30.00,0.00,0,0.00,0.13,0.00
4040,30.00,30.00,0.00,0,0.00,0.13,0.00
4060,30.00,30.00,0.00,0,0.00,0.13,0.00
4080,30.00,30.00,0.00,0,0.00,0.13,0.00
4100,30.00,30.00,0.00,0,0.00,0.13,0.00
4120,30.00,30.00,0.00,0,0.00,0.13,0.00
4140,30.00,30.00,0.00,0,0.00,0.13,0.00
4160,30.00,30.00,0.00,0,0.00,0.13,0.00
4180,30.00,30.00,0.00,0,0.00,0.13,0.00
4200,30.00,30.00,0.00,0,0.00,0.13,0.00
4220,30.00,30.00,0.00,0,0.00,0.13,0.00
4240,30.00,30.00,0.00,0,0.00,0.13,0.00
4260,30.00,30.00,0.00,0,0.00,0.13,0.00
4280,30.00,30.00,0.00,0,0.00,0.13,0.00
4300,30.00,30.00,0.00,0,0.00,0.13,0.00
4320,30.00,30.00,0.00,0,0.00,0.13,0.00
4340,30.00,30.00,0.00,0,0.00,0.13,0.00
4360,30.00,30.00,0.00,0,0.00,0.13,0.00
4380,30.00,30.00,0.00,0,0.00,0.13,0.00
4400,30.00,30.0
