Time(ms),Setpoint,Angle,ControlVoltage,PWM,Error,Integral,Derivative
11640,180.00,183.18,-2.39,50,-3.18,-25.10,0.00
11660,180.00,183.18,-2.39,50,-3.18,-25.16,0.00
11680,180.00,183.18,-2.40,50,-3.18,-25.23,0.00
11700,180.00,183.18,-2.40,51,-3.18,-25.29,0.00
11720,180.00,183.18,-2.41,51,-3.18,-25.36,0.00
11740,180.00,183.18,-2.41,51,-3.18,-25.42,0.00
11760,180.00,183.18,-2.42,51,-3.18,-25.48,0.00
11780,180.00,183.18,-2.43,51,-3.18,-25.55,0.00
11800,180.00,183.18,-2.43,51,-3.18,-25.61,0.00
11820,180.00,183.18,-2.44,51,-3.18,-25.67,0.00
11840,180.00,183.18,-2.44,51,-3.18,-25.74,0.00
11860,180.00,183.18,-2.45,52,-3.18,-25.80,0.00
11880,180.00,183.18,-2.45,52,-3.18,-25.86,0.00
11900,180.00,183.18,-2.46,52,-3.18,-25.93,0.00
11920,180.00,183.18,-2.47,52,-3.18,-25.99,0.00
11940,180.00,183.18,-2.47,52,-3.18,-26.05,0.00
11960,180.00,183.18,-2.48,52,-3.18,-26.12,0.00
11980,180.00,183.18,-2.48,52,-3.18,-26.18,0.00
12000,180.00,182.82,-2.47,52,-2.82,-26.24,17.65
12020,180.00,182.12,-2.45,52,-2.12,-26.28,35.29
12040,180.00,181.41,-2.42,51,-1.41,-26.31,35.30
12060,180.00,180.35,0.00,0,-0.35,-26.31,52.94
12080,180.00,179.65,0.00,0,0.35,0.00,35.29
12100,180.00,178.94,0.04,0,1.06,0.02,35.29
12120,180.00,178.94,0.05,0,1.06,0.04,0.00
12140,180.00,178.59,0.06,1,1.41,0.07,17.65
12160,180.00,178.94,0.05,1,1.06,0.09,-17.65
12180,180.00,178.94,0.05,1,1.06,0.11,0.00
12200,180.00,178.94,0.05,1,1.06,0.13,0.00
12220,180.00,178.94,0.06,1,1.06,0.16,0.00
12240,180.00,178.94,0.06,1,1.06,0.18,0.00
12260,180.00,178.94,0.06,1,1.06,0.20,0.00
12280,180.00,178.94,0.06,1,1.06,0.22,0.00
12300,180.00,178.94,0.06,1,1.06,0.24,0.00
12320,180.00,178.94,0.07,1,1.06,0.26,0.00
